項次,銷售日期,機台,序號,時間,交易型態,票證晶片碼,交易前餘額,扣款金額,現金加值金額,現金加值取消,自動加值金額,交易後餘額,票證種類
2,2018/6/17,585066,1915,0.370833333,銷售交易,7917875,52,246,0,0,500,306,悠遊卡
3,2018/6/17,585066,2844,0.371527778,銷售交易,7249648,470,20,0,0,0,450,悠遊卡
4,2018/6/17,585066,764,0.373611111,銷售交易,10348020,431,85,0,0,0,346,悠遊卡
5,2018/6/17,585066,794,0.377777778,現金加值,8091546,29,0,500,0,0,529,悠遊卡
6,2018/6/17,585066,2397,0.377777778,銷售交易,8091546,529,172,0,0,0,357,悠遊卡
7,2018/6/17,585066,579,0.380555556,銷售交易,10502046,192,308,0,0,500,384,悠遊卡
8,2018/6/17,585066,418,0.424305556,銷售交易,7240114,99,89,0,0,0,10,悠遊卡
9,2018/6/17,585066,732,0.4375,銷售交易,8929658,476,299,0,0,0,177,悠遊卡
10,2018/6/17,585066,3005,0.451388889,銷售交易,8229414,475,20,0,0,0,455,悠遊卡
11,2018/6/17,585066,674,0.469444444,銷售交易,7452953,466,204,0,0,0,262,悠遊卡
12,2018/6/17,585066,3205,0.552083333,銷售交易,9462788,487,266,0,0,0,221,悠遊卡
13,2018/6/17,585066,883,0.557638889,銷售交易,7931420,386,546,0,0,500,340,悠遊卡
14,2018/6/17,585066,1364,0.558333333,銷售交易,9870232,434,257,0,0,0,177,悠遊卡
15,2018/6/17,585066,900,0.561805556,銷售交易,8851395,60,249,0,0,500,311,悠遊卡
16,2018/6/17,585066,2406,0.56875,銷售交易,8278535,69,82,0,0,200,187,一卡通
17,2018/6/17,585066,2301,0.570833333,銷售交易,9953102,263,480,0,0,500,283,悠遊卡
18,2018/6/17,585066,3334,0.584722222,銷售交易,7677083,211,566,0,0,400,45,一卡通
19,2018/6/17,585066,3048,0.590277778,銷售交易,9830183,"1,455",80,0,0,0,"1,375",悠遊卡
20,2018/6/17,585066,2555,0.592361111,銷售交易,10481302,372,69,0,0,0,303,悠遊卡
21,2018/6/17,585066,1897,0.604166667,銷售交易,8083277,427,185,0,0,0,242,悠遊卡
22,2018/6/17,585066,745,0.617361111,現金加值,9898742,50,0,200,0,0,250,悠遊卡
23,2018/6/17,585066,2418,0.617361111,銷售交易,9898742,250,142,0,0,0,108,悠遊卡
24,2018/6/17,585066,682,0.618055556,銷售交易,10590338,489,539,0,0,500,450,悠遊卡
25,2018/6/17,585066,2279,0.627777778,銷售交易,10508866,326,200,0,0,0,126,悠遊卡
26,2018/6/17,585066,321,0.639583333,銷售交易,8139685,85,31,0,0,0,54,悠遊卡
27,2018/6/17,585066,3395,0.646527778,銷售交易,7246674,285,180,0,0,0,105,悠遊卡
28,2018/6/17,585066,428,0.669444444,銷售交易,8507889,271,969,0,0,"1,000",302,悠遊卡
29,2018/6/17,585066,2133,0.670138889,銷售交易,8507889,302,86,0,0,0,216,悠遊卡
30,2018/6/17,585066,1313,0.68125,銷售交易,9924345,976,315,0,0,0,661,悠遊卡
31,2018/6/17,585066,465,0.689583333,銷售交易,9436162,284,306,0,0,500,478,悠遊卡
32,2018/6/17,585066,3340,0.693055556,銷售交易,10009249,543,130,0,0,0,413,悠遊卡
33,2018/6/17,585066,1700,0.804166667,銷售交易,10307713,599,30,0,0,0,569,悠遊卡
34,2018/6/17,585066,352,0.808333333,銷售交易,10111279,196,125,0,0,0,71,悠遊卡
35,2018/6/17,585066,462,0.808333333,銷售交易,8248128,231,100,0,0,0,131,悠遊卡
36,2018/6/17,585066,1790,0.836805556,銷售交易,8477656,122,114,0,0,0,8,一卡通
37,2018/6/17,585066,3267,0.840277778,銷售交易,7123367,287,324,0,0,500,463,悠遊卡
38,2018/6/17,585066,1911,0.849305556,銷售交易,8456243,208,729,0,0,"1,000",479,悠遊卡
39,2018/6/17,585066,766,0.852083333,銷售交易,9174106,599,340,0,0,0,259,悠遊卡
40,2018/6/17,585066,2124,0.8625,銷售交易,8084301,486,96,0,0,0,390,悠遊卡
41,2018/6/17,585066,2970,0.863888889,銷售交易,8803010,46,316,0,0,500,230,悠遊卡
42,2018/6/17,585066,1880,0.868055556,銷售交易,7164759,380,300,0,0,0,80,悠遊卡
43,2018/6/17,585066,887,0.889583333,銷售交易,9797138,221,123,0,0,0,98,悠遊卡
44,2018/6/17,585066,1860,0.892361111,銷售交易,9491515,136,329,0,0,500,307,悠遊卡
45,2018/6/17,585066,381,0.894444444,銷售交易,8597084,730,233,0,0,0,497,悠遊卡
46,2018/6/17,585066,1630,0.894444444,現金加值,8597084,230,0,500,0,0,730,悠遊卡
47,2018/6/17,585066,2891,0.9,銷售交易,7612966,"3,516",348,0,0,0,"3,168",悠遊卡
48,2018/6/17,585066,3485,0.901388889,銷售交易,9753026,424,"1,000",0,0,"1,000",424,悠遊卡
49,2018/6/17,585066,2424,0.909722222,銷售交易,7753431,184,105,0,0,0,79,悠遊卡
50,2018/6/17,585066,821,0.91875,銷售交易,9228874,614,22,0,0,0,592,悠遊卡
51,2018/6/17,585066,2023,0.919444444,銷售交易,10495608,233,178,0,0,0,55,悠遊卡
52,2018/6/17,585066,355,0.927777778,銷售交易,9304119,488,279,0,0,0,209,一卡通
53,2018/6/17,585066,2559,0.930555556,銷售交易,8314968,85,21,0,0,0,64,悠遊卡
54,2018/6/17,585066,730,0.934027778,銷售交易,10551731,137,677,0,0,600,60,一卡通
55,2018/6/17,585066,2918,0.948611111,銷售交易,10385505,231,157,0,0,0,74,悠遊卡
56,2018/6/17,585047,800,0.45625,銷售交易,7690981,202,300,0,0,500,402,悠遊卡
57,2018/6/17,585047,1046,0.456944444,銷售交易,10345553,283,600,0,0,500,183,悠遊卡
58,2018/6/17,585047,764,0.479166667,銷售交易,10495608,430,197,0,0,0,233,悠遊卡
59,2018/6/17,585047,1537,0.4875,銷售交易,8143592,134,170,0,0,500,464,悠遊卡
60,2018/6/17,585047,3332,0.697222222,銷售交易,8392666,181,434,0,0,500,247,悠遊卡
61,2018/6/17,585047,3169,0.699305556,銷售交易,7391053,94,370,0,0,500,224,悠遊卡
62,2018/6/17,585047,2680,0.713194444,銷售交易,8884856,297,342,0,0,500,455,悠遊卡
63,2018/6/17,585047,469,0.715277778,銷售交易,10037632,121,300,0,0,500,321,悠遊卡
64,2018/6/17,585047,503,0.720138889,銷售交易,8174504,252,277,0,0,500,475,悠遊卡
65,2018/6/17,585047,1791,0.723611111,銷售交易,8655021,388,206,0,0,0,182,悠遊卡
66,2018/6/17,585047,1754,0.7375,銷售交易,9954507,83,231,0,0,500,352,悠遊卡
67,2018/6/17,585047,3363,0.740972222,銷售交易,8083277,127,89,0,0,0,38,悠遊卡
68,2018/6/17,585047,1938,0.758333333,銷售交易,7432190,403,130,0,0,0,273,悠遊卡
69,2018/6/17,585047,1460,0.78125,銷售交易,9473878,365,95,0,0,0,270,悠遊卡
70,2018/6/17,585047,3500,0.786111111,銷售交易,7821116,881,400,0,0,0,481,悠遊卡
71,2018/6/17,585047,828,0.790277778,銷售交易,7946503,926,105,0,0,0,821,悠遊卡
72,2018/6/17,585047,3512,0.790972222,銷售交易,7349618,164,550,0,0,400,14,一卡通
73,2018/6/17,585047,717,0.790972222,銷售交易,7349618,14,100,0,0,200,114,一卡通
74,2018/6/17,585043,1066,0.352083333,銷售交易,7899075,577,200,0,0,0,377,悠遊卡
75,2018/6/17,585043,1744,0.353472222,銷售交易,8746366,10,22,0,0,500,488,悠遊卡
76,2018/6/17,585043,2457,0.383333333,銷售交易,9909456,282,36,0,0,0,246,悠遊卡
77,2018/6/17,585043,971,0.405555556,現金加值,7709798,154,0,"1,000",0,0,"1,154",悠遊卡
78,2018/6/17,585043,3431,0.405555556,銷售交易,7709798,"1,154",56,0,0,0,"1,098",悠遊卡
79,2018/6/17,585043,1915,0.429166667,銷售交易,7240114,510,338,0,0,0,172,悠遊卡
80,2018/6/17,585043,1400,0.429861111,現金加值,7240114,10,0,500,0,0,510,悠遊卡
81,2018/6/17,585043,1227,0.452083333,銷售交易,9500316,65,401,0,0,500,164,悠遊卡
82,2018/6/17,585043,1327,0.501388889,銷售交易,7880268,827,357,0,0,0,470,悠遊卡
83,2018/6/17,585043,2053,0.501388889,銷售交易,9800369,475,32,0,0,0,443,悠遊卡
84,2018/6/17,585043,743,0.502083333,銷售交易,8670012,241,214,0,0,0,27,悠遊卡
85,2018/6/17,585043,905,0.516666667,銷售交易,10607609,844,98,0,0,0,746,悠遊卡
86,2018/6/17,585043,2618,0.532638889,銷售交易,7579512,175,87,0,0,0,88,悠遊卡
87,2018/6/17,585043,1269,0.547916667,銷售交易,10460429,287,130,0,0,0,157,悠遊卡
88,2018/6/17,585043,2761,0.582638889,銷售交易,10492216,338,39,0,0,0,299,悠遊卡
89,2018/6/17,585043,2582,0.6,銷售交易,10605302,115,184,0,0,500,431,悠遊卡
90,2018/6/17,585043,2762,0.607638889,銷售交易,8757668,338,346,0,0,500,492,悠遊卡
91,2018/6/17,585043,1950,0.650694444,銷售交易,7349310,632,24,0,0,0,608,悠遊卡
92,2018/6/17,585043,2561,0.661805556,銷售交易,9461490,155,23,0,0,0,132,悠遊卡
93,2018/6/17,585043,3241,0.666666667,銷售交易,8588466,89,26,0,0,0,63,悠遊卡
94,2018/6/17,585043,1193,0.672916667,銷售交易,10369568,454,219,0,0,0,235,悠遊卡
95,2018/6/17,585043,3388,0.710416667,銷售交易,8716415,849,382,0,0,0,467,悠遊卡
96,2018/6/17,585043,2776,0.720833333,銷售交易,8203915,537,159,0,0,0,378,悠遊卡
97,2018/6/17,585043,846,0.728472222,銷售交易,8316976,500,285,0,0,0,215,悠遊卡
98,2018/6/17,585043,2418,0.734027778,銷售交易,8057624,48,379,0,0,500,169,悠遊卡
99,2018/6/17,585043,2239,0.736111111,銷售交易,7986418,413,59,0,0,0,354,悠遊卡
100,2018/6/17,585043,2308,0.736805556,銷售交易,10311171,438,"1,000",0,0,"1,000",438,悠遊卡
101,2018/6/17,585043,3451,0.765972222,銷售交易,8901924,146,321,0,0,500,325,悠遊卡
102,2018/6/17,585043,2843,0.778472222,銷售交易,10015826,359,380,0,0,500,479,悠遊卡
103,2018/6/17,585043,3556,0.778472222,銷售交易,10217516,5,59,0,0,500,446,一卡通
104,2018/6/17,585043,441,0.779166667,銷售交易,8340099,52,302,0,0,500,250,悠遊卡
105,2018/6/17,585043,928,0.780555556,銷售交易,9700172,743,522,0,0,0,221,悠遊卡
106,2018/6/17,585043,465,0.797916667,銷售交易,10508238,151,7,0,0,0,144,悠遊卡
107,2018/6/17,585043,1813,0.797916667,銷售交易,9898742,108,39,0,0,0,69,悠遊卡
108,2018/6/17,585043,2267,0.813194444,銷售交易,8156297,311,458,0,0,500,353,一卡通
109,2018/6/17,585043,2513,0.817361111,銷售交易,9868224,251,841,0,0,"1,000",410,悠遊卡
110,2018/6/17,585043,2052,0.826388889,銷售交易,9375361,481,214,0,0,0,267,悠遊卡
111,2018/6/17,585043,1499,0.829166667,銷售交易,10128356,91,38,0,0,0,53,悠遊卡
112,2018/6/17,585043,390,0.851388889,銷售交易,8932084,240,763,0,0,"1,000",477,悠遊卡
113,2018/6/17,585043,3176,0.856944444,銷售交易,10076242,549,502,0,0,0,47,悠遊卡
114,2018/6/17,585043,1280,0.860416667,銷售交易,9362677,112,57,0,0,0,55,悠遊卡
115,2018/6/17,585043,3267,0.860416667,銷售交易,10141704,683,274,0,0,0,409,悠遊卡
116,2018/6/17,585043,1755,0.861805556,銷售交易,8848818,207,118,0,0,0,89,一卡通
117,2018/6/17,585043,2124,0.888194444,銷售交易,9870232,2,47,0,0,500,455,悠遊卡
118,2018/6/17,585043,3125,0.889583333,銷售交易,7514894,971,67,0,0,0,904,悠遊卡
119,2018/6/17,585043,1784,0.889583333,銷售交易,9883173,"2,130",169,0,0,0,"1,961",悠遊卡
120,2018/6/17,585043,3593,0.902083333,銷售交易,10141704,409,149,0,0,0,260,悠遊卡
121,2018/6/17,585043,1489,0.923611111,銷售交易,9699215,103,290,0,0,500,313,悠遊卡
122,2018/6/17,585043,1850,0.940277778,銷售交易,10425099,272,309,0,0,500,463,悠遊卡
123,2018/6/17,585043,3485,0.947916667,銷售交易,8859039,432,171,0,0,0,261,悠遊卡
1,2018/6/18,585066,1822,0.353472222,銷售交易,9898742,69,8,0,0,0,61,悠遊卡
2,2018/6/18,585066,3308,0.354861111,銷售交易,7884733,127,80,0,0,0,47,悠遊卡
3,2018/6/18,585066,3047,0.364583333,銷售交易,8275412,650,6,0,0,0,644,悠遊卡
4,2018/6/18,585066,601,0.373611111,銷售交易,9870232,455,134,0,0,0,321,悠遊卡
5,2018/6/18,585066,1583,0.374305556,銷售交易,9589780,44,446,0,0,500,98,悠遊卡
6,2018/6/18,585066,3169,0.380555556,銷售交易,9222904,174,89,0,0,0,85,悠遊卡
7,2018/6/18,585066,1155,0.397916667,銷售交易,9311324,171,371,0,0,500,300,一卡通
8,2018/6/18,585066,2602,0.405555556,銷售交易,8591431,353,130,0,0,0,223,悠遊卡
9,2018/6/18,585066,1754,0.419444444,銷售交易,8371515,506,24,0,0,0,482,悠遊卡
10,2018/6/18,585066,1815,0.426388889,銷售交易,9957277,351,16,0,0,0,335,悠遊卡
11,2018/6/18,585066,1112,0.426388889,銷售交易,7361667,394,70,0,0,0,324,悠遊卡
12,2018/6/18,585066,2346,0.429861111,銷售交易,8319975,432,526,0,0,500,406,悠遊卡
13,2018/6/18,585066,3488,0.439583333,銷售交易,9382544,254,198,0,0,0,56,悠遊卡
14,2018/6/18,585066,1620,0.439583333,銷售交易,7753779,40,38,0,0,0,2,悠遊卡
15,2018/6/18,585066,919,0.441666667,銷售交易,8565410,169,31,0,0,0,138,悠遊卡
16,2018/6/18,585066,1666,0.444444444,銷售交易,8006863,355,174,0,0,0,181,悠遊卡
17,2018/6/18,585066,1950,0.449305556,銷售交易,8513814,387,205,0,0,0,182,悠遊卡
18,2018/6/18,585066,963,0.455555556,銷售交易,8691707,323,86,0,0,0,237,悠遊卡
19,2018/6/18,585066,2561,0.45625,銷售交易,9999993,402,290,0,0,0,112,悠遊卡
20,2018/6/18,585066,1240,0.464583333,銷售交易,10586651,276,300,0,0,500,476,悠遊卡
21,2018/6/18,585066,994,0.465972222,銷售交易,8540938,33,164,0,0,500,369,悠遊卡
22,2018/6/18,585066,514,0.470833333,銷售交易,8340099,250,200,0,0,0,50,悠遊卡
23,2018/6/18,585066,1630,0.470833333,銷售交易,9504533,206,132,0,0,0,74,悠遊卡
24,2018/6/18,585066,3497,0.477083333,交易作廢,9504533,74,-132,0,0,0,206,悠遊卡
25,2018/6/18,585066,1381,0.477083333,銷售交易,9504533,206,138,0,0,0,68,悠遊卡
26,2018/6/18,585066,1621,0.479166667,銷售交易,10178014,"1,429",656,0,0,0,773,悠遊卡
27,2018/6/18,585066,2548,0.480555556,銷售交易,9768383,0,115,0,0,500,385,一卡通
28,2018/6/18,585066,1892,0.488194444,銷售交易,8712724,161,290,0,0,500,371,悠遊卡
29,2018/6/18,585066,2382,0.491666667,銷售交易,8458402,221,50,0,0,0,171,悠遊卡
30,2018/6/18,585066,2749,0.495833333,銷售交易,8611765,"1,207",50,0,0,0,"1,157",悠遊卡
31,2018/6/18,585066,1639,0.502083333,銷售交易,7143566,548,45,0,0,0,503,悠遊卡
32,2018/6/18,585066,2948,0.5625,銷售交易,9957418,134,12,0,0,0,122,一卡通
33,2018/6/18,585066,1582,0.56875,銷售交易,9045183,41,389,0,0,500,152,悠遊卡
34,2018/6/18,585066,399,0.570833333,銷售交易,9246882,492,30,0,0,0,462,悠遊卡
35,2018/6/18,585066,1568,0.572916667,銷售交易,9708263,"2,001",49,0,0,0,"1,952",悠遊卡
36,2018/6/18,585066,2091,0.574305556,銷售交易,10306312,477,192,0,0,0,285,悠遊卡
37,2018/6/18,585066,3262,0.577083333,銷售交易,10512403,821,95,0,0,0,726,悠遊卡
38,2018/6/18,585066,1285,0.579166667,銷售交易,9306173,753,164,0,0,0,589,悠遊卡
39,2018/6/18,585066,3556,0.584722222,銷售交易,10196048,562,468,0,0,0,94,一卡通
40,2018/6/18,585066,2988,0.588888889,銷售交易,7320802,544,465,0,0,0,79,悠遊卡
41,2018/6/18,585066,530,0.588888889,現金加值,7320802,79,0,"1,000",0,0,"1,079",悠遊卡
42,2018/6/18,585066,1095,0.596527778,銷售交易,9797138,98,125,0,0,500,473,悠遊卡
43,2018/6/18,585066,2834,0.604166667,銷售交易,7399890,404,47,0,0,0,357,悠遊卡
44,2018/6/18,585066,2689,0.605555556,銷售交易,7448036,460,57,0,0,0,403,悠遊卡
45,2018/6/18,585066,2036,0.615972222,銷售交易,7748079,489,97,0,0,0,392,悠遊卡
46,2018/6/18,585066,1121,0.616666667,現金加值,7748079,89,0,400,0,0,489,悠遊卡
47,2018/6/18,585066,3157,0.625,銷售交易,9123716,196,279,0,0,500,417,悠遊卡
48,2018/6/18,585066,3233,0.636111111,銷售交易,9467667,127,147,0,0,500,480,悠遊卡
49,2018/6/18,585066,2052,0.636111111,銷售交易,9602957,390,48,0,0,0,342,一卡通
50,2018/6/18,585066,684,0.642361111,銷售交易,8094769,271,142,0,0,0,129,悠遊卡
51,2018/6/18,585066,2237,0.661805556,銷售交易,9410892,529,22,0,0,0,507,悠遊卡
52,2018/6/18,585066,494,0.663888889,銷售交易,9957277,335,67,0,0,0,268,悠遊卡
53,2018/6/18,585066,2565,0.666666667,銷售交易,9993754,"1,384",438,0,0,0,946,悠遊卡
54,2018/6/18,585066,390,0.674305556,銷售交易,9403530,194,150,0,0,0,44,悠遊卡
55,2018/6/18,585066,3052,0.675,銷售交易,7709798,852,22,0,0,0,830,悠遊卡
56,2018/6/18,585066,1093,0.677083333,銷售交易,7176478,463,197,0,0,0,266,悠遊卡
57,2018/6/18,585066,2164,0.677083333,現金加值,7176478,266,0,"1,000",0,0,"1,266",悠遊卡
58,2018/6/18,585066,1755,0.685416667,銷售交易,7413171,188,533,0,0,500,155,悠遊卡
59,2018/6/18,585066,1000,0.691666667,銷售交易,9868076,374,174,0,0,0,200,悠遊卡
60,2018/6/18,585066,321,0.695138889,銷售交易,7430512,302,37,0,0,0,265,一卡通
61,2018/6/18,585066,3115,0.709027778,銷售交易,9462788,96,28,0,0,0,68,悠遊卡
62,2018/6/18,585066,1784,0.717361111,銷售交易,9987645,350,358,0,0,500,492,悠遊卡
63,2018/6/18,585066,1910,0.724305556,銷售交易,9073135,40,581,0,0,"1,000",459,一卡通
64,2018/6/18,585066,3310,0.728472222,銷售交易,9035670,469,511,0,0,500,458,悠遊卡
65,2018/6/18,585066,2928,0.743055556,銷售交易,10374621,10,228,0,0,400,182,一卡通
66,2018/6/18,585066,1629,0.745833333,銷售交易,7413171,155,91,0,0,0,64,悠遊卡
67,2018/6/18,585066,2298,0.747916667,銷售交易,8484493,153,113,0,0,0,40,悠遊卡
68,2018/6/18,585066,3501,0.765277778,銷售交易,7950430,460,305,0,0,0,155,悠遊卡
69,2018/6/18,585066,1008,0.775,銷售交易,9265559,465,442,0,0,0,23,悠遊卡
70,2018/6/18,585066,2023,0.775694444,銷售交易,9304119,209,144,0,0,0,65,一卡通
71,2018/6/18,585066,3530,0.775694444,銷售交易,9304119,65,200,0,0,500,365,一卡通
72,2018/6/18,585066,2388,0.776388889,銷售交易,8338748,"1,838",67,0,0,0,"1,771",悠遊卡
73,2018/6/18,585066,3608,0.79375,銷售交易,8090296,185,39,0,0,0,146,悠遊卡
74,2018/6/18,585066,1509,0.795833333,銷售交易,10491083,481,64,0,0,0,417,悠遊卡
75,2018/6/18,585066,2239,0.822222222,銷售交易,8504471,523,147,0,0,0,376,一卡通
76,2018/6/18,585066,2307,0.823611111,銷售交易,7699820,472,122,0,0,0,350,悠遊卡
77,2018/6/18,585066,3294,0.825,銷售交易,7399890,357,193,0,0,0,164,悠遊卡
78,2018/6/18,585066,1349,0.834027778,銷售交易,8448904,317,221,0,0,0,96,悠遊卡
79,2018/6/18,585066,3172,0.845138889,銷售交易,8707894,85,85,0,0,0,0,悠遊卡
80,2018/6/18,585066,1776,0.845833333,銷售交易,8817123,311,85,0,0,0,226,悠遊卡
81,2018/6/18,585066,3078,0.85625,銷售交易,8795899,0,63,0,0,500,437,悠遊卡
82,2018/6/18,585066,3009,0.861111111,銷售交易,9492277,185,394,0,0,500,291,悠遊卡
83,2018/6/18,585066,320,0.8625,銷售交易,7825669,16,204,0,0,500,312,悠遊卡
84,2018/6/18,585066,2461,0.863194444,現金加值,7685613,39,0,500,0,0,539,悠遊卡
85,2018/6/18,585066,2540,0.863194444,銷售交易,7685613,539,308,0,0,0,231,悠遊卡
86,2018/6/18,585066,752,0.939583333,銷售交易,10607498,449,248,0,0,0,201,一卡通
87,2018/6/18,585066,1907,0.940972222,銷售交易,8089137,618,47,0,0,0,571,悠遊卡
88,2018/6/18,585047,520,0.510416667,銷售交易,9544374,294,547,0,0,500,247,一卡通
89,2018/6/18,585047,1428,0.511805556,銷售交易,10424465,"1,521",276,0,0,0,"1,245",悠遊卡
90,2018/6/18,585047,1486,0.5125,銷售交易,9467667,236,74,0,0,0,162,悠遊卡
91,2018/6/18,585047,800,0.525,銷售交易,7143566,503,35,0,0,0,468,悠遊卡
92,2018/6/18,585047,3321,0.530555556,銷售交易,8191861,"1,503",591,0,0,0,912,悠遊卡
93,2018/6/18,585047,1046,0.530555556,現金加值,8191861,503,0,"1,000",0,0,"1,503",悠遊卡
94,2018/6/18,585047,3431,0.550694444,銷售交易,10084479,295,17,0,0,0,278,一卡通
95,2018/6/18,585047,1582,0.554166667,銷售交易,7522946,91,161,0,0,500,430,悠遊卡
96,2018/6/18,585047,2579,0.611111111,銷售交易,8803304,41,39,0,0,0,2,悠遊卡
97,2018/6/18,585047,690,0.611111111,銷售交易,9870232,321,146,0,0,0,175,悠遊卡
98,2018/6/18,585047,1794,0.613888889,銷售交易,9970730,361,273,0,0,0,88,悠遊卡
99,2018/6/18,585047,1915,0.613888889,現金加值,9970730,88,0,500,0,0,588,悠遊卡
100,2018/6/18,585047,2844,0.613888889,銷售交易,7709798,909,57,0,0,0,852,悠遊卡
101,2018/6/18,585047,2397,0.645138889,銷售交易,9742508,207,105,0,0,0,102,悠遊卡
102,2018/6/18,585047,487,0.645833333,銷售交易,8953104,435,16,0,0,0,419,悠遊卡
103,2018/6/18,585047,579,0.646527778,銷售交易,7825669,134,118,0,0,0,16,悠遊卡
104,2018/6/18,585047,1583,0.650694444,銷售交易,9517141,211,194,0,0,0,17,悠遊卡
105,2018/6/18,585047,1155,0.702083333,銷售交易,7471607,306,631,0,0,500,175,悠遊卡
106,2018/6/18,585047,347,0.702777778,銷售交易,10112685,628,36,0,0,0,592,一卡通
107,2018/6/18,585047,2297,0.705555556,銷售交易,8033051,135,581,0,0,600,154,一卡通
108,2018/6/18,585047,1624,0.791666667,銷售交易,9369950,949,215,0,0,0,734,悠遊卡
109,2018/6/18,585043,2351,0.390972222,銷售交易,7249648,450,20,0,0,0,430,悠遊卡
110,2018/6/18,585043,2250,0.394444444,銷售交易,7785146,286,53,0,0,0,233,悠遊卡
111,2018/6/18,585043,3394,0.406944444,銷售交易,10435540,"2,031",44,0,0,0,"1,987",悠遊卡
112,2018/6/18,585043,1400,0.432638889,銷售交易,7237375,355,198,0,0,0,157,悠遊卡
113,2018/6/18,585043,2844,0.433333333,現金加值,7237375,155,0,200,0,0,355,悠遊卡
114,2018/6/18,585043,487,0.444444444,現金加值,9235253,173,0,500,0,0,673,悠遊卡
115,2018/6/18,585043,579,0.444444444,銷售交易,9235253,673,366,0,0,0,307,悠遊卡
116,2018/6/18,585043,833,0.459722222,銷售交易,10605302,431,235,0,0,0,196,悠遊卡
117,2018/6/18,585043,469,0.468055556,銷售交易,8410623,350,98,0,0,0,252,悠遊卡
118,2018/6/18,585043,418,0.471527778,銷售交易,10026506,48,310,0,0,400,138,一卡通
119,2018/6/18,585043,454,0.474305556,銷售交易,7684355,120,269,0,0,500,351,悠遊卡
120,2018/6/18,585043,2585,0.474305556,銷售交易,9664753,95,158,0,0,200,137,一卡通
121,2018/6/18,585043,1828,0.482638889,銷售交易,7276704,122,72,0,0,0,50,悠遊卡
122,2018/6/18,585043,1835,0.503472222,銷售交易,10338888,685,459,0,0,0,226,悠遊卡
123,2018/6/18,585043,2222,0.524305556,銷售交易,9311324,300,750,0,0,500,50,一卡通
124,2018/6/18,585043,2512,0.535416667,銷售交易,10198738,364,844,0,0,500,20,一卡通
125,2018/6/18,585043,319,0.541666667,銷售交易,9221887,194,160,0,0,0,34,悠遊卡
126,2018/6/18,585043,828,0.675,銷售交易,8837512,472,46,0,0,0,426,悠遊卡
127,2018/6/18,585043,1630,0.690972222,銷售交易,8757668,492,241,0,0,0,251,悠遊卡
128,2018/6/18,585043,689,0.69375,銷售交易,7704918,180,174,0,0,0,6,一卡通
129,2018/6/18,585043,3388,0.706944444,銷售交易,7574425,417,72,0,0,0,345,悠遊卡
130,2018/6/18,585043,732,0.720138889,銷售交易,8392666,247,227,0,0,0,20,悠遊卡
131,2018/6/18,585043,954,0.720833333,銷售交易,9482557,376,166,0,0,0,210,悠遊卡
132,2018/6/18,585043,745,0.74375,銷售交易,8016938,390,175,0,0,0,215,悠遊卡
133,2018/6/18,585043,2877,0.78125,銷售交易,8525539,217,362,0,0,200,55,一卡通
134,2018/6/18,585043,2106,0.785416667,銷售交易,7212594,240,372,0,0,500,368,悠遊卡
135,2018/6/18,585043,571,0.790277778,銷售交易,8836844,515,125,0,0,0,390,悠遊卡
136,2018/6/18,585043,3556,0.796527778,銷售交易,8726595,458,307,0,0,0,151,一卡通
137,2018/6/18,585043,441,0.797222222,銷售交易,8629069,205,124,0,0,0,81,悠遊卡
138,2018/6/18,585043,859,0.800694444,銷售交易,9669628,347,192,0,0,0,155,悠遊卡
139,2018/6/18,585043,1959,0.809027778,銷售交易,8325737,113,212,0,0,500,401,悠遊卡
140,2018/6/18,585043,1960,0.809027778,銷售交易,8558543,28,308,0,0,500,220,悠遊卡
141,2018/6/18,585043,1235,0.8125,銷售交易,9791699,"1,054",291,0,0,0,763,悠遊卡
142,2018/6/18,585043,2834,0.813888889,銷售交易,10311171,438,752,0,0,500,186,悠遊卡
143,2018/6/18,585043,2279,0.81875,銷售交易,7249648,430,244,0,0,0,186,悠遊卡
144,2018/6/18,585043,752,0.819444444,現金加值,7249648,186,0,"1,000",0,0,"1,186",悠遊卡
145,2018/6/18,585043,1121,0.822916667,銷售交易,9741815,515,803,0,0,400,112,一卡通
146,2018/6/18,585043,912,0.829861111,銷售交易,8168359,360,102,0,0,0,258,一卡通
147,2018/6/18,585043,1214,0.842361111,銷售交易,7524202,321,364,0,0,500,457,悠遊卡
148,2018/6/18,585043,3384,0.842361111,銷售交易,7426114,121,344,0,0,500,277,悠遊卡
149,2018/6/18,585043,1248,0.866666667,銷售交易,10110109,218,234,0,0,500,484,悠遊卡
150,2018/6/18,585043,3099,0.870138889,銷售交易,8632454,937,82,0,0,0,855,悠遊卡
151,2018/6/18,585043,3485,0.873611111,銷售交易,10408593,475,352,0,0,0,123,悠遊卡
152,2018/6/18,585043,3052,0.875,銷售交易,10196048,94,205,0,0,500,389,一卡通
153,2018/6/18,585043,1100,0.878472222,銷售交易,7361667,324,18,0,0,0,306,悠遊卡
154,2018/6/18,585043,1280,0.878472222,銷售交易,8513814,453,203,0,0,0,250,悠遊卡
155,2018/6/18,585043,1716,0.890277778,現金加值,9805992,74,0,"1,000",0,0,"1,074",悠遊卡
156,2018/6/18,585043,2846,0.889583333,銷售交易,9805992,"1,074",102,0,0,0,972,悠遊卡
157,2018/6/18,585043,828,0.891666667,銷售交易,9382544,11,228,0,0,500,283,悠遊卡
